id,order_date,operation_type,created_by,created_at,details,metadata
956,2026-07-18T00:00:00.000Z,order_create,1,2026-07-18T16:22:03.205Z,"Order #1784391721468 created: 12 items, ₹288.00, pending","{""orderId"":1784391721468,""itemCount"":12,""totalAmount"":288,""paymentMethod"":""pending"",""orderType"":""pack""}"
958,2026-07-18T00:00:00.000Z,order_create,1,2026-07-18T16:31:16.775Z,"Order #1784392276174 created: 3 items, ₹50.00, cash","{""orderId"":1784392276174,""itemCount"":3,""totalAmount"":50,""paymentMethod"":""cash"",""orderType"":""pack""}"
960,2026-07-18T00:00:00.000Z,order_create,1,2026-07-18T16:31:30.651Z,"Order #1784392290051 created: 6 items, ₹129.00, upi","{""orderId"":1784392290051,""itemCount"":6,""totalAmount"":129,""paymentMethod"":""upi"",""orderType"":""pack""}"
961,2026-07-18T00:00:00.000Z,order_update,1,2026-07-18T16:38:27.363Z,"Order #1784392290051 updated: 6 items, ₹129.00, cash","{""orderId"":1784392290051,""itemCount"":6,""totalAmount"":129,""paymentMethod"":""cash"",""orderType"":""pack""}"
963,2026-07-18T00:00:00.000Z,order_create,1,2026-07-18T16:40:20.257Z,"Order #1784392819669 created: 6 items, ₹139.00, upi","{""orderId"":1784392819669,""itemCount"":6,""totalAmount"":139,""paymentMethod"":""upi"",""orderType"":""pack""}"
965,2026-07-18T00:00:00.000Z,order_create,1,2026-07-18T16:52:27.976Z,"Order #1784393546204 created: 6 items, ₹107.00, upi","{""orderId"":1784393546204,""itemCount"":6,""totalAmount"":107,""paymentMethod"":""upi"",""orderType"":""dine""}"
969,2026-07-18T00:00:00.000Z,order_create,1,2026-07-18T16:56:35.425Z,"Order #1784393793790 created: 6 items, ₹149.00, cash","{""orderId"":1784393793790,""itemCount"":6,""totalAmount"":149,""paymentMethod"":""cash"",""orderType"":""pack""}"
971,2026-07-18T00:00:00.000Z,supply_order,2,2026-07-18T17:02:03.372Z,"Supply order updated for 2026-07-18: 4 items, ₹2292.00","{""supplyOrderId"":18,""orderDate"":""2026-07-18"",""itemCount"":4,""totalQuantity"":16,""totalCost"":2292,""action"":""update""}"
972,2026-07-18T00:00:00.000Z,verification,1,2026-07-18T17:02:16.541Z,"Verified 4 items, all match","{""orderDate"":""2026-07-18"",""itemCount"":4,""conflictCount"":0,""allMatch"":true}"
974,2026-07-18T00:00:00.000Z,order_create,1,2026-07-18T17:12:52.151Z,"Order #1784394770407 created: 4 items, ₹92.00, upi","{""orderId"":1784394770407,""itemCount"":4,""totalAmount"":92,""paymentMethod"":""upi"",""orderType"":""pack""}"
975,2026-07-18T00:00:00.000Z,order_create,1,2026-07-18T17:13:16.858Z,"Order #1784394796304 created: 6 items, ₹109.00, cash","{""orderId"":1784394796304,""itemCount"":6,""totalAmount"":109,""paymentMethod"":""cash"",""orderType"":""dine""}"
981,2026-07-19T00:00:00.000Z,supply_order,2,2026-07-19T06:10:35.006Z,"Supply order updated for 2026-07-19: 6 items, ₹3740.00","{""supplyOrderId"":19,""orderDate"":""2026-07-19"",""itemCount"":6,""totalQuantity"":24,""totalCost"":3740,""action"":""update""}"
983,2026-07-19T00:00:00.000Z,verification,1,2026-07-19T11:50:34.227Z,"Verified 6 items, all match","{""orderDate"":""2026-07-19"",""itemCount"":6,""conflictCount"":0,""allMatch"":true}"
985,2026-07-19T00:00:00.000Z,order_create,1,2026-07-19T12:20:49.955Z,"Order #1784463649324 created: 3 items, ₹50.00, cash","{""orderId"":1784463649324,""itemCount"":3,""totalAmount"":50,""paymentMethod"":""cash"",""orderType"":""pack""}"
986,2026-07-19T00:00:00.000Z,order_create,1,2026-07-19T12:20:57.705Z,"Order #1784463656971 created: 12 items, ₹238.00, upi","{""orderId"":1784463656971,""itemCount"":12,""totalAmount"":238,""paymentMethod"":""upi"",""orderType"":""dine""}"
987,2026-07-19T00:00:00.000Z,order_create,1,2026-07-19T12:26:03.979Z,"Order #1784463963458 created: 6 items, ₹109.00, upi","{""orderId"":1784463963458,""itemCount"":6,""totalAmount"":109,""paymentMethod"":""upi"",""orderType"":""pack""}"
992,2026-07-19T00:00:00.000Z,order_create,1,2026-07-19T12:48:25.999Z,"Order #1784465305389 created: 6 items, ₹89.00, cash","{""orderId"":1784465305389,""itemCount"":6,""totalAmount"":89,""paymentMethod"":""cash"",""orderType"":""pack""}"
994,2026-07-19T00:00:00.000Z,order_create,1,2026-07-19T12:52:49.011Z,"Order #1784465568437 created: 6 items, ₹129.00, pending","{""orderId"":1784465568437,""itemCount"":6,""totalAmount"":129,""paymentMethod"":""pending"",""orderType"":""dine""}"
995,2026-07-19T00:00:00.000Z,order_create,1,2026-07-19T12:52:58.762Z,"Order #1784465578189 created: 6 items, ₹89.00, pending","{""orderId"":1784465578189,""itemCount"":6,""totalAmount"":89,""paymentMethod"":""pending"",""orderType"":""dine""}"
999,2026-07-19T00:00:00.000Z,order_create,1,2026-07-19T13:02:05.929Z,"Order #1784466125249 created: 6 items, ₹129.00, pending","{""orderId"":1784466125249,""itemCount"":6,""totalAmount"":129,""paymentMethod"":""pending"",""orderType"":""dine""}"
1000,2026-07-19T00:00:00.000Z,order_create,1,2026-07-19T13:09:08.277Z,"Order #1784466547683 created: 6 items, ₹109.00, pending","{""orderId"":1784466547683,""itemCount"":6,""totalAmount"":109,""paymentMethod"":""pending"",""orderType"":""dine""}"
1001,2026-07-19T00:00:00.000Z,order_update,1,2026-07-19T13:09:15.005Z,"Order #1784466125249 updated: 18 items, ₹347.00, pending","{""orderId"":1784466125249,""itemCount"":18,""totalAmount"":347,""paymentMethod"":""pending"",""orderType"":""dine""}"
1003,2026-07-19T00:00:00.000Z,order_create,1,2026-07-19T13:18:33.913Z,"Order #1784467113178 created: 6 items, ₹149.00, pending","{""orderId"":1784467113178,""itemCount"":6,""totalAmount"":149,""paymentMethod"":""pending"",""orderType"":""dine""}"
1070,2026-07-20T00:00:00.000Z,verification,1,2026-07-20T17:23:05.566Z,"Verified 4 items, all match","{""orderDate"":""2026-07-20"",""itemCount"":4,""conflictCount"":0,""allMatch"":true}"
1074,2026-07-21T00:00:00.000Z,login,1,2026-07-21T08:46:43.979Z,Login: staff (Cart Staff),"{""userId"":1,""role"":""staff"",""displayName"":""Cart Staff""}"
1075,2026-07-20T00:00:00.000Z,closing_stock,1,2026-07-21T08:47:31.494Z,"Recorded closing stock: 1 packets, 10 pieces","{""orderDate"":""2026-07-20"",""totalPackets"":1,""totalPieces"":10,""totalWastage"":60,""itemCount"":3,""conflictCount"":0,""conflicts"":[]}"
